CLUE,ANS,POS
Body of land surrounded by water ,island,1
German city ,wiesbaden,16
Windpipe ,trachea,1
Banana-like fruit ,plantain,1
Reveal ,disclose,1
Won victory over ,defeated,2
Distance between rails ,gauge,1
Locate or identify with precision ,pinpoint,1
Tree-dwelling marsupial ,possum,2
"Hit (by remorse, love) ",smitten,19
"Of software, containing errors ",buggy,1
Stand against ,defy,3
Ova ,eggs,1
Female fox,vixen,1
Cross-legged yoga attitude,lotus position,1
hinting at something indecent ,suggestive,8
Period when light ,daytime,1
Doddering ,decrepit,6
