CLUE,ANS,POS
Degree document ,diploma,1
A thieving bird ,magpie,2
Young horse ,colt,2
Catty ,bitchy,6
Showy flower ,orchid,6
"Deadlock, stalemate",impasse,1
Leading performer,star,1
Teesside town ,middlesbrough,1
Group of states ruled by one ,empire,3
Flock,herd,5
Night-flying insect ,moth,2
Spiny succulent ,cactus,2
Fine earthenware ,porcelain,3
Imaginary place of great wealth and opportunity ,el dorado,4
Place for steam treatment ,turkish bath,8
British naval commander at Trafalgar ,horatio nelson,1
"Detached, kept apart ",isolated,1
"Tall building of offices, flats ",tower block,2
Carnivorous large cat,tiger,2
