CLUE,ANS,POS
Green-fleshed fruit ,avocado,1
Fortified wine ,sherry,2
Furthest or highest degree ,extreme,8
Open space (in forest) ,clearing,1
Beg ,implore,4
Physical or mental capacity,strength,1
Forthright ,blunt,3
People one doesn't know ,strangers,2
Gas or dust clouds in space ,nebulae,1
"Tennis, football, shot ",volley,5
Widely known and esteemed ,renowned,1
Essential part ,soul,3
Greasy ,oily,12
Come into view,appear,1
Dominion ,empire,2
Extremely unattractive ,ugly,1
Theatrical ,dramatic,1
