CLUE,ANS,POS
Culinary herb ,thyme,2
One bringing charges ,accuser,5
Cymru ,wales,1
One that eats everything ,omnivore,1
Guard ,sentry,2
Painful heart condition ,angina,1
Roll of fat around the tummy ,spare tyre,4
European river ,danube,1
Unchanging in pitch ,monotone,4
Jump suddenly ,leap,4
Iran's capital ,tehran,1
Schmaltzy ,mawkish,4
Temporarily inactive ,dormant,1
Take out ,extract,1
"Put to death or carry out, say plan ",execute,1
Small peach-like fruit ,apricot,1
Severe flood ,deluge,2
"Detested, loathed ",abhorred,2
Thick liquid that doesn't dissolve in water ,oil,1
Do away with ,abolish,8
Greek epic wanderings of Ulysses ,odyssey,1
Rare ,uncommon,4
Sanskrit treatise on the art of love,kama sutra,1
Flat raised land ,plateau,1
Burial chamber ,tomb,2
Recovery of youth,rejuvenation,1
Gun ,firearm,1
Bring back into good condition ,rehabilitate,2
