CLUE,ANS,POS
Ignorant (of) ,unaware,1
Large wall painting,mural,1
Tragic prince of Elsinore ,hamlet,1
Made smaller ,reduced,12
Male singing voice ,baritone,3
Greek island ,rhodes,4
Annulled ,repealed,2
"Muse, mull over ",consider,3
Pigment made from clay and iron oxide ,ochre,1
"Incidents, occasions ",events,1
Imitate like tropical bird ,parrot,20
Curved under-parts of the feet ,arches,4
"Brain operation, once used to treat mental illness",lobotomy,1
Rear; support ,back,1
Divisions of a boxing match ,rounds,1
Defensive earthwork ,dyke,3
Sleepwalker ,somnambulist,2
Stopper - Irish port,cork,1
