CLUE,ANS,POS,FOUND IN
"Recount, relate ",recite,19,Recite occurrences 
Present ,gift,3,Gift (4) - Something given to someone without payment in return as a token of affection.
Hedge tree ,hawthorn,17,Thorny hedge (if considering specific types like hawthorn)
Epiphyte absorbing nutrients from the atmosphere ,air plant,4,"Air plant (Bryophyllum spp., absorbs nutrients through leaves)"
Fold covering around something ,wrap,3,Wrapping
Prickly seed container - regional accent,burr,4,Prickly pods (a general term possibly used in certain dialects for various plants with prickly seed containers like burr clovers)
Contact device,pager,7,Pager (historically used for contact purposes)
Increasing threefold ,tripling,3,Quadrupled if we assume an initial increment before tripling
Require ,need,2,Needed
The maple leaf is on its flag ,canada,4,Flag of Canada
