CLUE,ANS,POS
Very early calculator ,abacus,1
Nobleman ,marquis,6
Very surprising ,startling,13
The original garden? ,eden,1
Just ,only,4
Started again after a break,resumed,2
Vincent van . . . . was a great Dutch painter ,gogh,1
"Useless, producing no results ",futile,4
Hurt ,injured,1
Stayed clear of,avoided,1
Measure applied to gold or gems ,carat,1
"Glass cylinders closed at one end, used in laboratory work",test tubes,1
Portending bad things ,ominous,1
The onset of darkness ,nightfall,9
Period or stage in a process ,phase,1
Areas,regions,2
"Seasonal wind in southern Asia, brings heavy rains ",monsoon,1
Put off ,delay,2
