CLUE,ANS,POS,FOUND IN
Describes poorly groomed hair ,shaggy,7,Shaggy hairdo
Green public spaces ,gardens,6,Community gardens
TV motoring programme ,top gear,17,Top gear review
Circular ,round,1,Roundabout
Concerning home affairs ,domestic,1,Domestic issues
Mechanical repetition ,rote,1,Rote learning
Lady Hamilton's admiral lover ,nelson,1,Lord Nelson
Falsehood ,lie,5,Lies
Aperture ,window,7,Optical window
Snatch,grab,2,Grab (quickly)
Breed of horse ,arab,1,Arabian
Young woman entering society ,debutante,7,Innocent debutante
Spring back ,bounce,7,Bounce-back ability
Birds of prey ,eagles,13,Eagles-nests (indicating presence but not the name)
Raised crease ,ridge,16,Undulating ridge
Foe,enemy,1,Enemy combatant
