CLUE,ANS,POS,FOUND IN
The Planets composer ,holst,9,"Holst's suite is a musical representation of each planet's unique characteristics and features, such as their distance from the sun, size, atmosphere, and moons."
A bicycle made for two ,tandem,1,Tandem bike
Hide menacingly ,lurk,1,Lurking
Flat piece of ceramic,tile,14,Ceramic tile
Fill with creative purpose ,inspire,1,Inspired
Entry into foreign country to conquer it ,invasion,1,Invasion and conquest are illegal and unethical acts that go against the principles of international law and human rights
Character,persona,1,Personable
Large wading bird ,ibis,4,Ibises
Crystalline carbohydrate ,sugar,2,Sucrose (table sugar): Sucrose is a disaccharide made up of glucose and fructose molecules arranged in a crystalline structure.
Complete set of genetic material of an organism ,genome,1,"The exact composition of the genetic material can vary depending on the organism, but here are some general components that make up the genome of most living things:"
