CLUE,ANS,POS,FOUND IN
"In music, below the correct pitch ",flat,1,Flat note
Of towns and cities ,urban,2,Urban area
Satisfy (a requirement) ,fulfil,1,Fulfill
Dependable,stalwart,17,Stalwart (in the sense of being steadfast)
Pack away ,stow,1,Stowaway
Avoiding the company of others,antisocial,6,"Antisocial (in a clinical context, not as a personal choice)"
Golf ball support,tee,1,Tee box tool
Journey by water or through space ,voyage,1,Maritime voyage
Cul-de-sac,dead end,1,Dead end street
TV,telly,20,Tellytalk (slang for talking on the television)
Place in peril ,endanger,1,Endangered
Most lofty ,highest,11,"Pinnacle (referring metaphorically to something being at the highest level, often used in various contexts)"
"Prediction, of weather perhaps ",forecast,1,Forecasting
Birdsong ,tweet,2,Tuneful tweeting
