CLUE,ANS,POS
Italian cured pork ,pancetta,5
Tourist attraction of Rome ,colosseum,1
In each other's company ,together,1
Worship of the Devil ,satanism,1
"Force, pressurise ",coerce,2
"Plant of the celery family; leaf is a herb, seeds a spice",dill,4
Cook in hot water,boil,1
Metal bolt ,rivet,3
Property renter ,tenant,1
Law officer ,sheriff,5
"Ransack, plunder ",loot,2
Living being ,animal,6
Russian revolutionary ,trotsky,2
Baldness ,alopecia,1
Port in southwest Spain ,cadiz,1
Shorebird found on sniper pad ,sandpiper,2
Chocolate substitute ,carob,2
Small tower above a building ,turret,3
Disgusting,repulsive,1
Deadlock ,impasse,4
"Dry, parched ",arid,1
"Green, inexperienced ",naive,13
Boots and shoes ,footwear,1
Brought up ,raised,1
SI unit of electromotive force,volt,1
