CLUE,ANS,POS,FOUND IN
Ban ,outlaw,5,Outlawed
Living in trees ,arboreal,1,Arboreal lifestyle
Plenty,ample,6,Ample resources
Speak - it's extreme ,utter,5,Forceful utterance
The 50th state ,hawaii,3,"Hawaii (joined the United States on August 21, 1959)"
Cod-like fish ,ling,2,Codling
Rush - a job for life?,career,1,Lifelong career
Clean and orderly ,tidy,1,Tidy environment
"Southern African kingdom, capital Mbabane ",swaziland,1,Swaziland: A country in Southern Africa with the current capital being Lobamba; Mbabane is a former royal residence turned residential area.
Fall down ,tumble,1,Accidentally tumble
Determined attempt ,effort,1,Resolute effort
Earth (Latin) ,terra,3,"Terra (n.) - Latin term for ""earth"" or ""ground"""
Comparable ,similar,4,Similar in nature or effect
Toothed wheel driven by a chain ,sprocket,4,Sprocket drive system
Seat on horse or bike,saddle,1,Saddle-ready
Heavenly being ,angel,11,Angelic
Chances ,odds,16,Odds (numerical representation of chance)
