CLUE,ANS,POS
Givers as of blood ,donors,1
Uncooked ,raw,5
Incorporeal being ,spirit,2
"Variety of agate, used as a gemstone",onyx,9
Pleads ,begs,14
Fine fabric ,silk,1
Couple ,two,9
Informal conversation ,chat,1
Very detailed ,intricate,11
Japanese drama ,noh,13
Region with more than three dimensions ,hyperspace,2
Dairy product ,cheese,1
Comprehended ,understood,1
Strength -- could possibly ,might,5
Chrysalis ,pupa,2
Overcome; original copy ,master,12
Huge ,gigantic,2
Bounce back ,rebound,1
Response ,answer,1
Instruct ,train,3
State of SW US ,arizona,1
