CLUE,ANS,POS
High-pitched and sharp ,shrill,1
Save from danger ,rescue,1
Sweetener ,sugar,1
Prepared ,ready,1
Feed ,nourish,1
Underarm protection? ,deodorant,2
Former British rule ,empire,2
Group formed to limit competition ,cartel,1
Gem ,jewel,1
Inequality ,disparity,1
Intrepid ,fearless,1
The largest flatfish ,halibut,1
Game bird (in a pear tree?),partridge,1
Ships travelling together ,convoy,4
Look over ,survey,3
Narrow opening,slit,1
Deport ,exile,5
Slangily cheat with wood-working tool ,chisel,1
Happy-go-lucky ,carefree,1
In a position to ,able,3
"Gives, apportions ",allots,1
