CLUE,ANS,POS
"Only, and nothing more ",merely,7
High point of building (from which to shout?) ,rooftop,1
"Human soul, or its personification in female form ",psyche,3
Unfortunate accident ,mishap,3
The first creature Alice met in Wonderland ,white rabbit,1
Having second sight,prescient,8
Freshwater fish ,trout,2
Neat and well-dressed ,dapper,6
Legally acceptable ,valid,5
Member of a religious body ,believer,1
Withdraw a statement ,retract,2
Load-carrying animal ...,beast of burden,2
Stylishly fashionable ,chic,1
"Indonesian island, capital Denpasar ",bali,1
Aperture through which glances sneaked,peephole,1
Precise ,exact,2
Euphonic ,tuneful,8
"Alienated, disaffected ",estranged,3
"Eg, cheddar ",cheese,1
Take away ,subtract,12
Place somewhere temporarily ,park,4
Memorial mound of stones ,cairn,1
Break (rule) ,infringe,4
"Tossing and catching, keeping a ball in the air ",juggling,1
Floor covering ,linoleum,3
No longer existing ,extinct,1
In need of sleep ,tired,4
Cloth for drying ,towel,1
Thought ,idea,1
Decree ,edict,1
Jetty ,pier,3
Charge for borrowing money ,interest,1
Long-suffering ,patient,1
Elan ,style,4
The field of play in American football ,gridiron,1
