CLUE,ANS,POS
Top US horse race ,kentucky derby,1
Bony framework ,skeleton,1
Practical joke,prank,1
Any procedure regularly followed ,routine,1
Accustomed to home life ,domesticated,8
Large tall chimneys ,stacks,1
Investigation of component parts ,analysis,9
Ooze slowly out ,seep,7
Windless ,calm,1
City at the confluence of the Blue and White Nile ,khartoum,1
Vote in again ,reelect,1
Dispenser of vapour for the nose or lungs ,inhaler,1
Planet ,mars,1
Pope's diadem ,tiara,1
Slippery fish ,eel,1
Southeast Asian country ,thailand,1
"Lifted the lid, say",opened,3
Complete a boxing match without being knocked out ,go the distance,6
Greek god of love ,eros,1
Northern Ireland city ,omagh,8
Attacked,assailed,2
Toy bear ,teddy,1
Divided Cypriot city ,nicosia,3
Set of computer instructions ,program,5
Largest Canary island ,tenerife,1
Satan ,lucifer,3
Wild animals; a soccer team ,wolves,5
