CLUE,ANS,POS
Cheap and shoddy ,tawdry,18
Mountain range in Russia and Kazakhstan ,urals,2
Member of the family ,relative,1
Laconic ,terse,7
"Appealed earnestly, begged ",entreated,4
An artist works in it ,studio,1
Refuse to do business with ,boycott,1
Injure or harm severely ,maim,3
Clergyman ,vicar,6
Cherish a desire,hope,8
First batsman ,opener,1
Small mouse-like rodent ,vole,3
Step on dry land,disembark,7
Thrill,excite,1
Protecting ,shielding,2
Tedium,ennui,4
Taking to be the case ,assuming,1
"Foreigner, outsider ",alien,1
'Lolita' author ,nabokov,1
Lift or hold something to assess its weight,heft,16
One travelling widely ,globetrotter,4
Convexity of the surface of a road ,camber,2
Grasp firmly,seize,3
Compulsory,forced,7
Manage ,run,3
Reply - react,respond,2
Move from one place to another ,transfer,8
Turn hide into leather ,tan,1
Green part that forms a flower's calyx,sepal,2
