CLUE,ANS,POS
Animal trail,spoor,4
"27th US president, William",taft,4
Lady with guests,hostess,1
Driver of carriage ,coachman,1
Form of Buddhism ,zen,4
Large spade ,shovel,1
"Hastily, illegally convened tribunal",kangaroo court,1
Hearing for an actor ,audition,1
Highest mountain in Wales ,snowdon,1
Improving in health ,on the mend,17
They act for others ,agents,2
Was untruthful ,lied,1
"Maxims, adages ",sayings,3
Perform exceptionally ,excel,1
State of southwest US ,arizona,1
Made a Sir ,knighted,1
In preference ,rather,1
Chop with an axe ,hew,8
Oesophagus ,gullet,2
Short poem with 14 lines ,sonnet,1
Fellow worker ,colleague,1
Bushy-tailed rodent ,squirrel,1
Gruesome ,macabre,8
Advise strongly ,exhort,4
Unravel ,disentangle,1
Talisman ,amulet,1
In the manner of louts,rowdily,11
"Barely, hardly ",scarcely,1
Subject matter ,theme,6
Major world religion ,islam,2
Uprising ,rebellion,1
Firm and confident ,assertive,1
eg Pooh ,bear,1
