CLUE,ANS,POS,FOUND IN
Go back on a promise ,renege,1,Reneged
Succulent plant,cactus,1,Cactus-like appearance
Good poker hand ,straight,3,"Straight: Five consecutive ranks with different suits, e.g., 5 of hearts, 6 of diamonds, 7 of clubs, 8 of spades, and 9 of hearts."
Bronze ,tan,1,"Copper alloy: A metallic compound composed primarily of copper, often mixed with tin or other metals for increased strength and resistance to corrosion."
"Bloomer, blunder ",error,4,Blameworthy error
Stringed instrument ,fiddle,14,Vielle (medieval fiddle with a long neck and frets)
Frozen rain ,hail,1,Hailstorm
Ungodly,impious,12,Impious acts
Daub ,paint,1,Smear with paint or another substance
Terminate in den ,end,4,Ending up
Paris stock exchange ,bourse,1,"Bourse de Paris (historical reference, now part of Euronext Paris)"
