CLUE,ANS,POS,FOUND IN
Sieve ,strainer,6,Mesh strainer
Devout follower,disciple,19,Clerical disciple
Submarine missile,trident,3,Trident (referring to the Trident II D5 SLBMs carried by Ohio-class submarines)
Strongly want ,desire,2,Desire intensifies over time – Intense longing
A sailor's traditional song ,shanty,1,Sea Shanty
"'Showing the way, out in front (7)' ",leading,12,"Maestro (in music, leading the group)"
Stifle ,suffocate,7,"Suffocate (though often used for stopping breath, it can be metapebral in context)"
Gobsmack,astonish,5,Astonished
Supplication ,request,2,Plea (an earnest request)
"Chest bones, may be floating ",ribs,7,"Floating ribs (specifically, the last two pairs of ribs that are not attached to the sternum)"
Artists ,painters,2,Painters (a type of artist)
