CLUE,ANS,POS
Important historical period,era,1
Prickly plant of lithest kind ,thistle,1
Border or leeway ,margin,4
Automaton resembling a human,android,1
Money lodged to secure release pending trial ,bail,1
Deep-throated cry,roar,7
Glue ,adhesive,1
Carry out ,execute,2
Item of make-up ,lipstick,4
"Eg, Tuesday ",weekday,5
"Obstinate, unwilling to yield ",stubborn,5
Annulment ,cancellation,1
Secret police of the former German Democratic Republic,stasi,1
Central part ,core,1
Broadcast ,transmit,1
Therefore ,thus,3
Fast-running African bird ,ostrich,1
Penalty appended to driving licence ,endorsement,1
Style of art such as that of Jackson Pollock ,abstract expressionism,1
"Competent, fit ",able,1
