CLUE,ANS,POS,FOUND IN
Tourist attraction of Rome ,colosseum,1,"Colosseum: An iconic amphitheater where gladiators once entertained ancient Romans, now a must-see historic site."
Consent ,agree,1,Agreement
Concoction ,brew,12,Brewing blend
Young salmon -- wife of Henry VIII ,parr,16,Young salmon in relation to the life cycle stages (fry/parr stage)
Swedish astronomer who devised temperature scale ,celsius,1,"The correct answer would be Anders Celsius, who developed the centigrade (now known as Celsius) temperature scale:"
Barrier to trade ,embargo,3,Trade embargoes
Minutiae ,trivia,1,Trivial details
"Plant of the celery family; leaf is a herb, seeds a spice",dill,8,"Dill (Anethum graveolens) - A biennial herb related to parsley and caraway; though primarily known for its leaves, the dried seeds of this plant are also used as a spice with distinctive anise-like flavor."
Ten years,decade,1,Decade-long span
"Ransack, plunder ",loot,7,Blatant looting
Screw-fastening device ,lock nut,18,Lock nut (for securing bolts without need for a tool)
Unite ,join,2,Join together
Good-natured chaff ,banter,1,Kindhearted banter
"Support, large mammal ",bear,1,Ursidae: a family of large carnivorous mammals that includes bears
