CLUE,ANS,POS
Living in trees ,arboreal,1
Assistance ,aid,1
Language widespread in East Africa ,swahili,1
Case for a sword ,scabbard,1
The 50th state ,hawaii,1
Slender tower with balconies ,minaret,2
Clean and orderly ,tidy,3
West African country ,ghana,2
Parvenu ,upstart,1
Pirates' flag ,jolly roger,1
Gifts ,presents,1
Fall down ,tumble,1
River in central Italy ,arno,2
Proverbially gluttonous seabird ,cormorant,4
Determined attempt ,effort,2
Toothed wheel driven by a chain ,sprocket,9
Musical drama ,opera,1
Seat on horse or bike,saddle,1
Heavenly being ,angel,1
