CLUE,ANS,POS,FOUND IN
Speak - it's extreme ,utter,3,Mutter
Harmful,noxious,5,Noxious - harmful or unpleasant; injurious to health.
Cod-like fish ,ling,12,"Righteye Flounder - While not true cod, this bottom-dwelling fish is often associated with other flatfish and has a similar appearance and texture when cooked."
Rush - a job for life?,career,17,Unbroken career
"Southern African kingdom, capital Mbabane ",swaziland,1,"Swaziland - A sovereign state located in southern Africa, formerly known as Swaziland and with its capital at Mbabane."
Ancient Greek with weak heel ,achilles,4,"Achilles' Heel - A famous reference to a vulnerable point, often used metaphorically for one's weakness, named after the Greek hero who had a single weak spot in his otherwise invincible armor (his heel)."
Mount . . . . . . . . in USA has carved heads of presidents ,rushmore,1,Mount Rushmore
Earth (Latin) ,terra,1,"Terra - A Latin word for ""earth"" or ""land."" It is often used in geography and science to describe our planet."
Comparable ,similar,1,Alike - similar or resembling in some way
Chances ,odds,19,Winning odds
Insubstantial,thin,17,Paper-thin
Very unkind,cruel,2,Cruelty - The quality of being cruel; deliberately causing pain or suffering.
Miraculous food ,manna,2,"Manna - According to the Hebrew Bible, a heavenly gift of sustenance given to the Israelites during their journey in the desert."
