CLUE,ANS,POS
Noctambulist ,sleepwalker,5
Man-made jet of water ,fountain,1
Christmas decoration ,tinsel,5
Disobey ,defy,1
S. African mongoose ,meerkat,1
Supporter or fan ,admirer,13
Season ,spring,2
Scurry -- iconic small car ,beetle,1
Musician's aid for pitch ,tuning fork,2
Fortress,castle,3
Took a secret look ,peeked,1
Extreme fear ,terror,14
Defame falsely,libel,2
Cut down on ,reduce,1
Without pause ,nonstop,3
Water round a castle,moat,1
Weep ,cry,1
Like an omelette ,eggy,8
Feeling guilt or remorse ,ashamed,3
Hot condiment ,mustard,5
Bird (of peace?) ,dove,1
