CLUE,ANS,POS
Storyline or piece of land ,plot,1
Arrogance ,hubris,1
Formerly British Honduras ,belize,1
Sift ,sieve,3
Hatred ,enmity,18
Treeless plain ,steppe,4
Hyperbole,exaggeration,1
The Three Wise Men ,magi,1
A bicycle made for two ,tandem,1
Flat piece of ceramic,tile,1
Art of designing and making clocks ,horology,2
Fill with creative purpose ,inspire,1
Part of shirt ,collar,1
Brief published biography of recently deceased person,obituary,2
Something that motivates ,incentive,1
Large wading bird ,ibis,2
Group of small boats ,flotilla,1
Sikh headgear ,turban,1
Wind down ,relax,1
Complete set of genetic material of an organism ,genome,1
Gentle ,mild,6
