CLUE,ANS,POS,FOUND IN
Middle Eastern dessert ,baklava,1,"Baklava: A rich, sweet pastry made from layers of filo filled with chopped nuts and sweetened with syrup or honey."
Oriental ,eastern,2,Eastern philosophy
Not at home ,away,2,Away from residence
Blunder ,err,2,Error
Walked (on) ,trod,6,Trodden
Image to which people are expected to conform,stereotype,12,Stereotype visualization
Blame for a crime ,accuse,5,Accused
Female title; panto part ,dame,24,"Dame (Dame Hilda Lett, an original Pantomime character)"
Lottery ,raffle,9,Profitable raffle
Short time - magical incantation ,spell,3,Ephemeral spellwork
