CLUE,ANS,POS,FOUND IN
Move; garment ,shift,1,Attire shift
Spray can ,aerosol,1,Aerosol container
'West Side Story' heroine ,maria,1,"While she doesn't directly correspond to any specific individual from the film, this persona reflects the essence of Maria, the heroine of ""West Side Story."""
Effortless ,easy,1,Easy-going
Passing through the middle of Medina ,median,15,Median intersection 
A small quarrel ,spat,13,Minor spat
Heap ,mass,5,Amassed
Allow fresh air to circulate ,ventilate,1,Ventilated room
"Connecting, putting together ",linking,4,Linking pieces
Feel indignation at ,resent,2,Justified resentment
Hazard ,peril,3,Perilous circumstance
Place of execution ,gallows,9,Gallows site
Fatigued ,tired,3,Tired-out
Theatrical deeds ,acts,1,Dramatic acts
Beelzebub ,satan,4,Satanic antics
