CLUE,ANS,POS,FOUND IN
Times of darkness ,nights,18,Blackest nights
Move; dress ,shift,1,"Shift (as in moving or changing positions, also used in clothing sizes like 'XL' for extra large)"
Thin porridge ,gruel,16,Thinned gruel
Aim - striker's target,goal,2,Goal spot
Not sorry,unapologetic,2,Unapologetic 
Conceited ,vain,2,"Vain, showing too much pride in one’s appearance or achievements (adj.)"
Arab leader,sheikh,1,"Sheikh - A term used for leaders in some Arab societies, particularly among tribes or families."
Ceremonial dinners ,banquets,18,Assembly line (if considering production banquets in industrial settings)
Medical treatment ,therapy,2,Therapy (general medical or psychological)
Channel port ,le havre,15,Port of Le Havre (France's major cross-channel trade hub)
Route for Crusoe ,course,11,"Navigational course (Crusoe, a ship's captain, would need one)"
Supposed loch monster ,nessie,2,Nessie (referring to the Loch Ness Monster)
"Author Hemmingway, and Oscar Wilde's hero ",ernest,1,"Santiago (from ""The Old Man and the Sea"" by Ernest Hemingway)"
Moral lesson in church ,sermon,5,Sermon (where moral lessons are often delivered by clergy)
Lymphatic tissue at the back of the mouth ,tonsil,2,"When they encounter harmful microorganisms like bacteria and viruses, the tonsils can become inflamed in a process known as tonsillitis"
Printed characters ,type,2,Typefaces
