CLUE,ANS,POS
Calculate approximately ,estimate,1
Defeat by superior ingenuity ,outwit,1
Be in accord,agree,1
Hungarian stew ,goulash,1
Breastbone ,sternum,1
Frustrated and foiled ,thwarted,1
Aperture or opportunity ,opening,5
Wooden hammer ,mallet,1
Crown or headband as sign of sovereignty ,diadem,1
The defendant ,accused,1
Put up with ,tolerate,1
Distance from equator measured in degrees ,latitude,1
"Plant, avens ",geum,1
Little Bighorn general ,custer,1
"Listlessness, lethargy ",lassitude,6
Annoy or irritate ,irk,6
Improvement in quality ,enhancement,1
Good enough ,adequate,2
South American river ,amazon,1
Oily ,greasy,1
Fragrance,aroma,2
Old ,ancient,1
Appetizers in an Italian meal ,antipasto,1
