CLUE,ANS,POS
"Inscribed slab found 1799, making it possible to decipher Egyptian hieroglyphics ",rosetta stone,1
Band worn around the neck ,choker,5
Tiredness,fatigue,2
Exotic flower ,orchid,1
Stated firmly ,asserted,2
Hostelry for travellers ,inn,1
Immediately appealing or noticeable,eye-catching,2
Wanderer ,rover,4
Sheer fabric of silk or rayon ,chiffon,3
Mid-day ,noon,1
Valid ,sound,7
Lustre ,sheen,3
"Medieval Japanese trained in martial arts, assassination and espionage ",ninja,2
US state ,indiana,14
Systematic plan of action ,scheme,5
Curly-haired breed of dog ,poodle,1
About-turn ,reversal,2
Wine merchant ,vintner,2
"Large, mainly Mongolian, desert",gobi,1
A cold meal ,salad,3
Fight ,struggle,16
Get down low ,crouch,1
Catch the breath ,gasp,11
Magician ,wizard,8
Authentic ,real,2
Magic word ,abracadabra,1
Arab vessel with lateen sail ,dhow,1
"Fast river flows, white waters ",rapids,1
Of middling quality ,mediocre,1
Blank areas ,spaces,4
"Tear, rend ",rip,1
