CLUE,ANS,POS
Cease ,stop,2
Thin and metallic in sound ,tinny,13
Fit out ,equip,1
Young swan ,cygnet,1
Hitchcock's speciality ,suspense,1
"Solicitor, for example ",lawyer,4
Stood against a force,resisted,1
Retain ,keep,1
Impromptu ,unscripted,6
Highly visibility or importance,prominence,1
"Speak indistinctly, as a drunk might ",slur,1
"Unpredictable, temperamental",erratic,4
Of cattle ,bovine,1
Wholly engrossed ,absorbed,1
Small water swirls ,eddies,4
Unmarried man ,bachelor,1
Building with many storeys,high-rise,3
Wooden or wire barrier ,fence,1
Subject ,topic,10
Bacterium causing sore throats etc ,streptococcus,1
