CLUE,ANS,POS
Farthest - to the highest degree,extreme,1
Cylindrical container ,canister,8
Vagrant ,hobo,5
Aim - striker's target,goal,1
Not sorry,unapologetic,1
Medical treatment ,therapy,1
Theft ,larceny,3
Soundless ,silent,1
County of southern England ,dorset,2
Family member by marriage ,brother-in-law,1
Group of items of the same kind ,set,5
Andalusian gypsy music ,flamenco,1
Masticated ,chewed,1
"Attentive, watchful ",alert,1
Not defeated ,unbeaten,11
Old sailors' dance,hornpipe,3
Barred enclosure for animals ,cage,2
Room ,chamber,2
Least powerful ,weakest,1
"Canted, angled ",tilted,1
Great Greek author of the Odyssey ,homer,1
Laces a province in France ,alsace,2
Grill for outdoor cooking ,barbecue,1
Large marsupial ,kangaroo,1
Make compulsory ,mandate,14
Song from an opera ,aria,1
The Red Planet ,mars,1
