CLUE,ANS,POS,FOUND IN
Roadside channel ,gutter,2,Gutters
Performed - with a high degree of skill ,accomplished,3,Proficiently accomplished
European capital ,oslo,11,Oslo (Norway)
Pluck strings ,strum,7,Strum the ukulele
Winter weather ,snow,1,Snowy
Pharmacist ,dispenser,5,Medicine dispenser
Tycoon ,magnate,5,Business magnate
Drink deeply,quaff,7,Quaff heartily
Primitive aquatic plant,alga,2,Algae
Cuban leader ,castro,1,Fidel Castro
Cheerfully willing to do favours ,obliging,6,Obliging friend
Evergreen tree for Gaelic men ,fir,5,"Murlan (a Gaelic word for ""fir tree"")"
Ballroom dance ,two-step,17,Nightclub Two-Step
