CLUE,ANS,POS,FOUND IN
Tolerate,bear,3,Bearable
Break loose - flight,escape,20,Winged escape
Treeless Arctic region ,tundra,1,"Plain (referring to the tundra, which is treeless)"
Escape route ,egress,2,Egress point
Sea-creature resembling tortoise ,turtle,3,Turtle-like cephalopod
Carry ,bear,2,Load-bearing
Prolong ,protract,11,Protracted
Tap (US) ,faucet,2,Faucet-controlled
Rosemary perhaps ,herb,1,Pine-scented herb
Immature insect ,larva,1,Larvae
Female peer ,lady,2,Lady companion
Find - remnant of something,trace,16,Surface traces
Relating to vision ,optic,7,Optically sound
Sound of someone walking ,footfall,17,Footfall resonance
