CLUE,ANS,POS,FOUND IN
Makes comprehensible ,explains,3,Explains clearly
Lose strength,weaken,1,Weakened
Summary (of a text) ,precis,14,Precise breakdown
Young hares ,leverets,2,Tiny leverets
Keenness for food ,appetite,5,Appetite for adventure
Garden dwarf ,gnome,14,Garden gnome wrangler
Senior - tree ,elder,14,Elderly tree
Flash in the sky ,lightning,16,Lightning-fast
Orchestral hardware ,instruments,1,Musical instruments
Hill near Telford ,wrekin,1,Wrekin Hill
Entrap ,snare,3,Ensnared
Done in an obvious way ,overt,18,Blatant overtness
Straight fringe of hair,bang,1,Bangs
Comfy seat ,armchair,12,Leather armchair
