CLUE,ANS,POS
Celestial body ,star,2
Popeye's nemesis,bluto,1
Strange or eccentric person ,weirdo,11
It follows from that fact ,hence,4
1987 Best Actress Oscar winner for 'Moonstruck' ,cher,1
Night attire ,pyjamas,1
Oriental two-wheeled carriage,rickshaw,1
"Cringing, fawning ",servile,3
Taj Mahal city ,agra,1
Bird of prey ,eagle,2
"'Circus tent (3,3)' ",big top,1
One employed to look after a golf course ,greenkeeper,6
Skin blemish ,wart,9
Tropical skirt ,sarong,2
Huge legendary beings ,giants,2
Window in roof ,skylight,1
PhD or D.Phil ,doctorate,1
Perimeter of circle ,circumference,1
Very skilled or proficient ,adept,2
Tiny crustaceans ,krill,1
