CLUE,ANS,POS,FOUND IN
Young hens,pullets,3,Pullets (young females)
City thoroughfare ,street,1,Main Street
Godparent ,sponsor,1,"Sponsor at baptism: A person who commits to supporting a child's upbrenticdee during their baptism ceremony, taking on some of the traditional roles associated with godparents."
Reviling with coarse language,abusive,16,Abusive speech
A really foul smell ,stench,2,Fetid stench
Cherubic,angelic,7,Effortlessly angelic
Get on - governing body ,board,2,Board of trustees
State of equilibrium ,balance,1,Balanced state
Horrific experience ,ordeal,4,Terrible ordeal
Vegetable ,pea,7,"Legumes (beans, lentils, chickpeas)"
Feeling of fear - in lower extremities? ,cold feet,2,Cold feet: A possible physiological response due to stress-induced vasoconstriction in the lower extremities.
Beyond normal limits ,excessive,1,"Excessive: Going beyond the usual or expected amount, degree, or extent."
Instructions for cooking ,recipe,1,"Preheat the oven or stove, depending on your recipe's requirements."
It's said to be the best medicine ,laughter,18,Laughter as a natural stress-reliever
One more time ,again,1,Repeat once again
Person of great strength -- moon of Saturn ,titan,2,Titan: This moon's dense atmosphere and massive size reflect endurance and resilience in an environment dominated by Saturn's gravitational pull.
