CLUE,ANS,POS,FOUND IN
Resin,lac,20,Novolac resin
Class of animal including spiders and scorpions ,arachnid,4,"Ticks (Acari): Ticks are small, eight-legged arachnids that feed on the blood of mammals and birds."
"English singer, Alma, d. 1966 ",cogan,2,"She was known for her interpretations of popular songs, including ""Accentuate the Positive,"" ""The Nearness of You,"" and ""I'll Be Seeing You."" She also recorded several albums, including ""Alma Cogan Sings Irving Berlin"" (1957) and ""Alma Cogan Sings the Rodgers & Hart Songbook"" (1960)."
"Ancient Asian city, now in Jordan ",petra,1,Petra was once the capital of the Nabataean Kingdom and was an important center of trade and commerce in the ancient Middle East
Treatment centre ,clinic,4,Recovery clinic
Carriage for hire ,hackney,6,Hackney carriage
"Jeffrey, bowman? ",archer,1,Jeffrey Archer (author known for his bow-and-arrow themed works)
Turkish ,ottoman,11,Ottoman Empire
"Implement for writing, drawing etc",pencil,6,"Markers and colored pencils: Great for adding bold colors and lines to drawings, these tools offer a versatile range of tones and textures."
Utilises ,uses,3,Uses up
