CLUE,ANS,POS
Social insect ,ant,1
Farm vehicle ,tractor,1
Palindromic German name ,otto,1
Male relation ,uncle,2
Not damaged in any way,intact,1
Insincere support ,lip service,12
Underground cemetery ,catacomb,2
Wartime safety device ,gas mask,1
Giving way ,yielding,1
Sea snail,whelk,5
Forgive ,excuse,2
Antelope,impala,2
Gift; here ,present,1
Large African mammal,hippopotamus,5
George Eliot novel ,daniel deronda,5
Remunerations ,earnings,5
Chic ,elegant,4
Face,visage,2
Large deer ,caribou,3
Gourd fruit ,melon,4
Band of colours in a rainbow ,spectrum,1
Gambling game ,roulette,1
Cressida's Shakespearean lover,troilus,1
Capable of lasting ,durable,8
Flower arrangement ,bouquet,1
"Dalai . . . ., chief priest and once ruler of Tibet ",lama,1
Monster of Crete,minotaur,1
Side of London associated with Cockneys ,east end,1
Circular frame with spokes,wheel,1
Main part of concert hall ,auditorium,1
The concluding part of a performance ,finale,1
Charlotte Bronte novel ,jane eyre,1
Plundered ,looted,2
Oriental mushroom; E ikon (anag.) ,enoki,2
Rabbit burrow ,warren,2
