CLUE,ANS,POS
Oblivious ,unaware,9
"Brought up, nurtured ",reared,11
"American state, capital Montgomery ",alabama,1
Formal set of clothes ,suit,3
"Surreptitious, furtive ",stealthy,2
"Plead, implore ",beg,1
Burden ,onus,7
"Awful, dreadful ",terrible,2
Backs of legs ,calves,2
One who sells betting advice ,tipster,3
Bring together ,unite,14
Wordy ,verbose,1
(In medicine) an alcoholic solution of a drug ,tincture,1
Town in Surrey ,woking,2
Causing fermentation,yeasty,1
Difficulty in reading and spelling ,dyslexia,1
Stronghold ,fortress,2
Movie ,film,1
