CLUE,ANS,POS
"Admittance, entree ",access,1
Alter ,change,5
Split ,separate,2
"Support, maintain ",uphold,3
Niggardly ,stingy,3
"Bolstered, sustained ",supported,1
One shoots from a concealed place ,sniper,2
Cadaverous ,gaunt,6
Device for opening or closing a circuit,switch,1
Summer trousers ,shorts,1
Large airship ,zeppelin,1
Legally responsible ,liable,2
"Peers, matches ",equals,1
Fly larva ,maggot,1
Important person (slang) ,bigwig,1
North African city ,tunis,1
Deserter ,renegade,3
Desert illusion ,mirage,1
Mechanical man,android,5
