CLUE,ANS,POS,FOUND IN
Singer ,soprano,10,"Mezzo-soprano: A female vocalist with a range that lies between soprano (higher) and alto (lower), often playing leading or supporting roles within musical theater productions."
State of being held prisoner ,captivity,17,In captivity
Waterhole; healthy ,well,4,Hydrating well
Underneath ,below,3,Covertly located below
Draw ,tie,19,"A whimsical illustration featuring a character in an art deco style holding up empty utensils (like forks and spoons), symbolizing missed opportunities for nourishment."
Singing Dame of WWII ,vera lynn,1,"The Flying Canary: British singer Vera Lynn, known for her iconic song ""We'll Meet Again,"" earned the moniker due to her soaring voice and frequent broadcasts during World War II (WWII)."
Very black ,inky,11,Inky blackness
Appear to be ,seem,1,Seemingly innocent
Bring about; on time ,prompt,7,Launch promptly
Idle wanderer ,vagabond,4,Roaming vagabond
Gesture expressing unconcern,shrug,5,Disinterested shrug
First woman ,eve,17,First woman to achieve a significant milestone
Type of camel - cabin rat (anag),bactrian,2,Bactrian camel (double humps): Arctic-adapted species
(Chemical used in production of) clear film,acetate,4,Polyvinyl acetate
Link to open valve in internal combustion engine ,pushrod,10,Pushrod stroke in overhead cam engine
