CLUE,ANS,POS
Gainsay ,deny,5
Fugitive ,outlaw,2
"Eschew, avoid ",shun,2
Person on watch ,lookout,1
"Nervous, timid ",shy,1
Pacify ,appease,5
Hatred ,enmity,12
Light-splitting object ,prism,1
Casualty carrier ,stretcher,2
Pulsate ,throb,2
Ancient Greek city noted for its austerity,sparta,1
Greets ,hails,45
Biblical prophet thrown into the lion's den ,daniel,1
Showing excessive fondness ,doting,15
Chain-driven toothed wheel ,sprocket,1
Generally accepted principle ,axiom,12
Affable ,genial,10
"Person known, but not a close friend ",acquaintance,1
Fruit of the gourd family with a hard rind,melon,3
Lawful,licit,7
"Abnormal blemish on the skin, caused by a virus ",wart,1
Central American country ,belize,2
City in both Europe and Asia,istanbul,1
Musical ending ,coda,1
Carnage ,slaughter,19
Wise and trusted guide and advisor ,mentor,1
Curlew or sandpiper ,snipe,9
Supreme Greek god ,zeus,1
A general pardon for nasty me ,amnesty,1
Hurry ,rush,1
Orb ,globe,1
Display ostentatiously or boastfully ,flaunt,2
Distant in time or space ,remote,1
Bulge ,swell,1
Sheath for a sword or dagger ,scabbard,1
Malay garment,sarong,4
Large expanse of water ,ocean,1
Abundance ,plenty,1
"Hors d'oeuvres, sometimes the first course",starters,4
Manufacturer ,maker,3
Hollow tubes ,pipes,2
Italian city (shroud) ,turin,9
Artificial fibre ,nylon,4
Serving cut from a larger portion,slice,3
