CLUE,ANS,POS,FOUND IN
Japanese fighter ,ninja,8,Ninja skilled in martial arts
Claw ,talon,1,Animal claw or talon
Textile fibre,flax,4,Linen - strong and absorbent fiber sourced from flax plants
Sailing boat ,yacht,4,Seafaring yacht
"-- and Aeneas, opera by Purcell ",dido,5,Dido's lover
Not particularly surprising,unremarkable,1,Expectedly unremarkable
Grant to help defray costs ,subsidy,6,Subsidy or grant money
Very thin paper ,tissue,6,Tissue-like
Interchange of commodities without hinder ,free trade,7,Hinderance-free trade
Underground chapel ,crypt,12,Crypt church (if it's a historical context)
Automation ,robot,2,Robotic technology
District of the Gironde ,m,3,Gironde Départment
Sticky substance ,goo,10,Flexible gooey substance
Contract of insurance ,policy,1,Policyholder
Country's financial state ,economy,6,Flourishing economy
Speak to the residence ,address,1,Address relay
Classical dance ,ballet,1,Balletic grace
