CLUE,ANS,POS
Cover for a gramophone record ,sleeve,1
Style popular in the 1920s and '30s ,art deco,1
Appends ,adds,1
Vertical parts of stairs ,risers,6
Disastrous ,catastrophic,1
Take part in contest,compete,1
Ovum ,egg,1
First Greek letter ,alpha,1
Objectives ,aims,3
Five-cent coin (US) ,nickel,5
Delicate ornamental metalwork,filigree,1
Cheese,camembert,3
Of the brain ,cerebral,3
Smell ,odour,1
Tempting ,enticing,16
"Settled, found a solution ",resolved,1
Small stone ,pebble,1
Science of speech sounds,phonetics,1
Walk arrogantly ,swagger,1
Animal with a sting in its tail ,scorpion,1
Balkan country,macedonia,8
Dispensary ,pharmacy,1
Very strong wind ,gale,1
Clarified butter used in Indian cooking ,ghee,1
Cited ,quoted,2
Equipment ,kit,11
State in which blood-flow is stopped ,stasis,5
Boy ,lad,5
Gem weight unit,carat,1
