CLUE,ANS,POS
"Experience, perceive ",feel,6
Crowd ,mass,7
"Spoofs, shams ",hoaxes,4
Sea inlet ,gulf,4
Inebriated ,drunk,4
Italian sparkling wine ,asti,3
Public occasion ,event,3
"Sickness, ailment ",malady,4
"Curious, odd ",peculiar,2
Live,exist,2
Imaginary place where everything is perfect ,utopia,2
Noah's vessel ,ark,43
Out of tune,off-key,4
Type of piano ,upright,3
Figure maker ,sculptor,3
Rips; droplets ,tears,43
Bizet opera ,carmen,2
"Trustworthy, dependable ",reliable,2
Plaything ,toy,2
Colouring stick ,crayon,2
Modish ,elegant,6
