CLUE,ANS,POS,FOUND IN
Flowerless plants with feathery green leaves  ,ferns,1,"Ferns: Although ferns are not true flowering plants, they reproduce via spores and typically have feathery fronds rather than flowers."
Rational motive ,reason,1,Logical reason
Anger ,ire,19,Scorched with ire
Minute particle ,atom,5,Atomize
Boast ,brag,6,Bragged about proudly
Nethermost,lowest,1,Lowest point
Country and bird ,turkey,4,United States - Turkey (as in Thanksgiving turkey)
"Anne ---, married Shakespeare ",hathaway,10,Anne Hathaway (Shakespeare' Written in the Stars)
"Follow-up film, book etc",sequel,1,The sequel - Continuation or following installment in a series
Embellish ,decorate,3,Richly decorated
River at Bath ,avon,10,Junction with River Avon
Acid-tasting salad leaf ,sorrel,4,"Sourdre (Also known as wild sorrel, has an acidic taste)"
Birth control device ,contraceptive,5,Contraceptive sponge
Increasing threefold ,tripling,15,Growth accelerated to a tripling effect
Require ,need,1,Needed
Put off ,delay,1,Delayed
