CLUE,ANS,POS
Daydream ,fantasy,1
Planet second nearest to the sun ,venus,1
Magnitude ,size,3
Stick out ,protrude,1
Man or beast ,animal,2
Item inserted in a written record ,entry,9
Coma ,stupor,10
One who watches ,viewer,5
Unrest - upheaval ,turmoil,1
Remains of a prehistoric plant or animal ,fossil,1
Permissive,tolerant,3
Familiarity ,intimacy,6
Copier of (handwritten) documents,scribe,1
Advise strongly or prod ,urge,1
Avoid or abstain from ,eschew,8
Calling for immediate attention,urgent,1
New England state ,maine,6
Insipid ,vapid,14
Feudal subject ,serf,2
Unhappy ,sad,1
Opportunity or luck ,chance,2
"Spanish dish of rice, meat and seafood",paella,1
Good at speaking (a foreign language?),fluent,8
Footpath ,lane,5
Noticed ,spotted,10
Time without end ,infinity,5
Italian city with leaning tower ,pisa,1
Take a case to a higher court for review ,appeal,1
Buried treasure ,trove,3
"Start, beginning ",onset,12
Despotism ,tyranny,6
Appreciate ,admire,1
Of late ,recently,1
Pose; point of view ,attitude,14
Obligation,duty,1
