CLUE,ANS,POS
Slaughterhouse ,abattoir,1
Piece for eight players ,octet,5
"Animate, encourage",inspire,1
Fruit tree trained to grow against a wall ,espalier,1
Devastate ,ravage,7
Item of footwear ,shoe,1
Magnify,enlarge,1
Chess piece and one of the clergy ,bishop,1
A mixture of rain and snow ,sleet,1
Big and roomy ,spacious,1
W.E. Johns hero,biggles,1
Bundles of fibres in the body ,nerves,1
Land of the tzars ,russia,1
Fraudulent medical practice ,quackery,1
Deep red gem stone ,garnet,1
Antipodean country ,new zealand,2
