CLUE,ANS,POS,FOUND IN
"Cunning, deceit ",guile,5,Guileful
Make uneasy or cause to be worried ,perturb,5,Perturbed
Occurring after an armed conflict ,post-war,12,Post-war era
Family,kin,2,Kinship
Tedious task ,chore,3,Monotonous chore
Melancholy ,blue,8,Blue mood
Fish (with a bad haircut?) ,mullet,16,Mullet (the hairstyle)
"Daniel, writer, d. 1731",defoe,1,"1731"", I believe the answer is DEFOE"
Long narrow stretch of water between Africa and Arabia ,red sea,1,It connects the Red Sea to the Indian Ocean through the Strait of Bab-el-Mandeb.
"Of soldier, illegally absent - initially ",awol,1,AWOL (Absent Without Leave) - a common term for soldiers who are illegally absent from duty
Littoral region ,coast,1,Coastline
