CLUE,ANS,POS
Home designer ,interior decorator,1
Young swan ,cygnet,1
Sat or lay with limbs stretched out ,sprawled,2
Hitchcock's speciality ,suspense,1
"Solicitor, for example ",lawyer,4
One eighth of a gallon ,pint,2
"Arranging for continuation of, say, membership ",renewing,1
"Unpredictable, temperamental",erratic,4
Of cattle ,bovine,1
Wholly engrossed ,absorbed,4
Unmarried man ,bachelor,1
Building with many storeys,high-rise,3
Water bird ,grebe,13
Commercial vehicle ,van,5
Wooden or wire barrier ,fence,1
Puffed up with vanity ,pompous,6
