CLUE,ANS,POS,FOUND IN
Conspire - small piece of land,plot,1,Plotted ground
One sharing home or business,partner,16,Partnership in prose
Lapse against moral law ,sin,7,Sinful departure
Cried out,yelled,6,Yelled in distress
Caveat ,qualification,19,Subject to qualifications
Vividly described ,graphic,5,Graphically compelling
Turn of phrase,idiom,6,"""Easy on the eyes"" (idiomatic, not literal)"
"Beethoven or Mozart, say ",composer,1,Master composer
Volcanic matter ,lava,3,Lava fragments
Ore ,mineral,3,Mineral deposit
Bowl-shaped vessel ,basin,17,"Basin (while not typically round like a bowl, can be used for holding food or liquids)."
Put on clothes ,dress,1,Dressed
"Eg, gun ",weapon,3,Weaponry
