CLUE,ANS,POS
Birds with red breasts ,robins,2
Raincoat ,macintosh,3
False,spurious,11
Quarried,mined,2
Mollycoddle ,pamper,14
Sound of pain or despair ,groan,4
It always has a cause ,effect,42
Playing card,ace,2
Mass of cells formed by bees ,honeycomb,2
Unfavourable or harmful ,adverse,8
Element used as semiconductor,silicon,3
City by the Great Pyramid ,giza,45
Ballet skirt ,tutu,2
Stronghold ,fortress,12
Wander about,roam,3
Association football ,soccer,2
Port in Brittany ,brest,2
Love affair ,romance,2
Funeral lament ,dirge,14
"Laugh at, make fun of",deride,7
Viscous bituminous substance,tar,2
