CLUE,ANS,POS
Trick ,hoax,7
Forced off the tracks,derailed,1
Slab of clay ,tile,7
Boundary trench ,ditch,1
Watery milk ,whey,1
Revolving platform ,turntable,5
Islands off Cornwall ,scilly,1
Enunciation ,diction,8
Yellow-brown pigment ,sienna,3
Type of macaque ,rhesus,1
Sweet green or white liqueur,creme de menthe,15
Chasm ,abyss,1
Tanned hide ,leather,3
"Eg, Vesuvius ",volcano,2
Costed ,priced,5
Test of knowledge,quiz,1
Demonstrate ,show,1
Consequence caused by something else ,effect,1
One of Montezuma's people,aztec,1
Pile,mound,16
Cure ,remedy,2
Interminable ,endless,1
Athenian king ,theseus,1
Betrayer ,traitor,1
Clear savoury jelly ,aspic,1
Angry ,irate,5
High-ranking RC priest ,monsignor,1
Unpunctuality ,tardiness,1
Cover on a car wheel ,hubcap,2
Allegory ,myth,3
