CLUE,ANS,POS
Large flat dish ,platter,1
Pugilism ,boxing,1
Delicious ,yummy,5
One works among trees ,forester,4
Allow ,permit,1
Male deer ,stag,2
Catch fire ,ignite,1
Unknown or peculiar ,strange,4
Expert in word origins ,etymologist,1
Earliest; good degree ,first,4
Swift deer-like animal ,antelope,1
Repair ,mend,1
Detective ,sleuth,1
Impediment,obstacle,2
Prizes or remunerations ,rewards,3
"Not hollow, the same throughout ",solid,7
Unwilling to change views ,intransigent,15
Elucidated,clarified,1
Declare ,affirm,7
"Disappointment, being thwarted",frustration,1
Alloy ,brass,2
Seldom ,rarely,2
