CLUE,ANS,POS,FOUND IN
Givers as of blood ,donors,1,Blood donors
"Variety of agate, used as a gemstone",onyx,6,Onyx agate
Couple ,two,3,Twosome
Habitual worldwide traveller ,globetrotter,19,Globetrotter extraordinaire
Japanese drama ,noh,4,Noh drama
Jewish meal ,seder,3,Passover Seder menu
Consider likely to happen,expect,19,Expected turn of events
Virus disease leaving pockmarks ,pox,1,Smallpox
Overprotective government deplored by Thatcher ,nanny,1,Nanny state
Exhibit ,show,2,Showcase
