CLUE,ANS,POS,FOUND IN
Penniless ,destitute,18,Financially destitute
Eggs ,ova,16,Oval object (abstract representation of eggs)
Four-sided figures ,rhombi,10,Rhombic dodecahedron (in the context of semiregular convex shapes)
Untidy state ,mess,1,Messy
Not amusing ,unfunny,12,Unfunny punchline
No longer alive ,dead,13,Forgotten (not literally dead but metaphorically 'left behind')
Having no deviations ,straight,15,Straightforward
Trembling poplar ,aspen,2,Shaky aspen
Sweet blackcurrant liqueur ,cassis,14,Crème de Cassis (more typically a dark red raspberry flavor but might be blended with blackcurrant)
List of property ,inventory,19,Explosive inventory
A Mexican river ,rio,1,Rio Grande
Silver medal position,second,1,Second place
