CLUE,ANS,POS
"Disclose, make known",reveal,1
Helical shape ,spiral,2
Not often come across ,scarce,16
Rub out ,erase,2
Do away with ,abolish,7
Spooky ,eerie,4
Loud harsh cry as of parrot or chicken ,squawk,1
Secret political clique ,cabal,4
An up-slope ,ascent,1
Sidewalk ,pavement,1
Prize ,trophy,1
Plant with edible stalks ,celery,1
Accumulate ,hoard,7
Representations or reflections ,images,1
Capital of Sweden ,stockholm,1
Extra-terrestrials ,aliens,1
Place or set apart ,isolate,7
Aubergine ,eggplant,1
Stone worker ,mason,1
Old Nick ,satan,2
"Leaders, bosses ",chiefs,7
