CLUE,ANS,POS,FOUND IN
Impart confidence ,assure,1,Assuredly capable
Departure ,leaving,4,Leaving behind
"Prescribed course of diet, exercise, etc ",regimen,1,Therapeutic regimen
Japanese raw fish dish ,sashimi,4,"Fugu (pufferfish): A highly regulated and skilled preparation of fugu results in a delicacy served as sashimi; however, it requires expertise due to its potential toxicity when not prepared correctly"
Adoration ,worship,4,Worshipful affection
On which water freezes at 32 deg. ,fahrenheit,6,Subzero temperature (specifically at 32 degrees Fahrenheit)
Switch (between states) ,toggle,12,State switcher (referring to a device or software that toggles states)
Supply (with items) ,equip,16,Garage holding an array of vehicles or equipment
Position or posture ,stance,18,"Balanced stance, as if preparing to perform a physical activity or skill"
Cylinder,tube,3,Tube-like structure with round cross-section
Painful muscle contraction ,spasm,1,Spasmodic cramp
Not fortunate ,unlucky,7,Unlucky in circumstances
Pure whisky,malt,3,Single malt
