CLUE,ANS,POS
Retained ,kept,2
Army rank ,sergeant,3
City of Wales ,swansea,2
Fundamental,basic,1
Limbless reptile ,snake,2
Unashamedly open ,blatant,4
Existing in fact ,actual,3
First appearance ,debut,1
Not different ,same,2
Fisherman ,angler,1
Part of a dollar ,cent,2
"Guiding, directing the course ",steering,1
Waterproof jacket ,anorak,4
Formal investigation ,inquiry,1
Dinosaur with bony plates on back ,stegosaurus,1
Lift or elevate ,raise,1
Young tree ,sapling,1
Lilongwe is its capital,malawi,1
Universal remedy ,panacea,1
Totally correct ,accurate,1
Ancient Roman garment,toga,1
Advantage or blessing ,benefit,9
Liquid used to write ,ink,1
Game played on court ,tennis match,1
Hindu festival ,diwali,1
