CLUE,ANS,POS,FOUND IN
Stroke lovingly,caress,3,Caress affectionately
Circled ,ringed,1,Ringed by asteris Written in the stars
Newspapers,press,1,Paper press
Pant ,gasp,5,Gasping for air
Establish firmly in well-defended position ,entrench,3,Entrenched
Leisurely walk ,amble,3,Easy amble
Smouldering piece left over from a fire,ember,6,Red-hot ember (not smouldering yet)
Testimony - verification,evidence,2,Collect physical evidence or documentation related to the testimony for comparison and validation.
Light midday meal in India ,tiffin,2,Tiffin box
Show (a film) ,screen,1,Screen a movie
I have found it! ,eureka,1,Eureka moment
Expel from a country ,deport,1,Deportation
American country gaining independence from Spain in 1810 ,mexico,2,Mexico Grito de Dolores
Greek goddess ,athena,3,"Athena - Goddess of wisdom, courage, and warfare"
In the direction of the Orient ,eastward,12,Eastward-facing building
In the direction of ,towards,9,Towards the horizon
Artilleryman's skill ,gunnery,1,Gunnery expertise
