CLUE,ANS,POS
Makes comprehensible ,explains,2
Lose strength,weaken,6
Monstrous creature ,behemoth,4
Favouritism ,bias,1
Foreign (from outer space?),alien,8
Keenness for food ,appetite,1
Roman goddess of the hunt ,diana,1
Garden dwarf ,gnome,2
"Bold, audacious ",daring,1
Immature form of an insect ,nymph,7
Luscious ,delectable,9
Resembling soil,earthy,1
Politically-inspired murder ,assassination,1
Refusal to accept an unpalatable truth ,denial,1
Entrap ,snare,9
"Southern German state, famous for its beer ",bavaria,1
Perfect for the purpose ,ideal,1
New York City borough,brooklyn,1
An ...... of mercy is a journey to relieve distress ,errand,3
