CLUE,ANS,POS
Conspire - small piece of land,plot,1
Having left the house (to go to a party?),gone out,2
Illness,ailment,3
Jamaica pepper ,allspice,1
Vividly described ,graphic,1
Turn of phrase,idiom,2
Volcanic matter ,lava,1
Naval rank ,admiral,1
One-humped camel ,dromedary,1
An informal friend ,pal,2
Round Table king ,arthur,1
Highest part; coin ,crown,9
Two-masted sailing vessel ,ketch,3
Distinctive air or emanation,aura,1
Policy of remaining apart ,isolationism,1
"Fully, wholly ",entirely,1
Male relict,widower,3
(Greek) serf ,helot,1
Part of an act ,scene,3
Shorten ,abridge,15
"Eg, gun ",weapon,1
